Opp ID,Opp Name,Type,Stage,Product Flag,CRM Region,Close Date,Start Date,Created Date,Qualified Date,Net New ACV (USD),Opp Owner,Account Owner,Week Start,Days from Qualified,Type,Reporting Region,Reporting Manager,Forecast Category
388,OPP - 388 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,6/30/2025,3/21/2025,3/21/2025,"$8,042",REP 13,NOT ASSIGNED,3/17/2025,101,Not Run-Rate,DASH,Remus Lupin,Pipeline
389,OPP - 389 - Net New,Net New,Stage 6,Core,AMER,4/17/2025,04/10/2025,04/02/2025,04/02/2025,"$8,008",REP 14,REP 14,3/31/2025,15,Not Run-Rate,AMER,Hermione Granger,Commit
390,OPP - 390 - Net New,Net New,Stage 5,Sign,EMEA,6/30/2025,01/06/2025,07/11/2024,07/11/2024,"$8,003",REP 9,REP 9,07/08/2024,354,Not Run-Rate,EMEA,Amelia Bones,Commit
391,OPP - 391 - Net New,Net New,Stage 2,Core,AMER,6/30/2025,6/30/2025,3/21/2025,3/24/2025,"$8,000",REP 14,REP 14,3/24/2025,101,Not Run-Rate,AMER,Hermione Granger,Pipeline
392,OPP - 392 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,6/30/2025,03/10/2025,03/11/2025,"$8,000",REP 14,REP 14,03/10/2025,112,Not Run-Rate,AMER,Hermione Granger,Pipeline
393,OPP - 393 - Renewal,Renewal,Stage 4,Core,AMER,6/29/2025,6/29/2025,6/18/2024,1/22/2025,"$7,805",REP 10,REP 10,1/20/2025,376,Not Run-Rate,AMER,Susan Bones,Best Case
394,OPP - 394 - Renewal,Renewal,Stage 2,Core,AMER,5/13/2025,5/13/2025,5/13/2024,3/27/2025,"$7,788",REP 61,REP 61,3/24/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
395,OPP - 395 - Renewal,Renewal,Stage 2,Core,AMER,4/23/2025,4/23/2025,4/23/2024,04/10/2025,"$7,740",REP 35,REP 35,04/07/2025,365,Not Run-Rate,AMER,Hermione Granger,Pipeline
396,OPP - 396 - Renewal,Renewal,Stage 6,Sign,AMER,6/28/2025,6/28/2025,6/28/2024,8/16/2024,"$7,688",REP 1,REP 1,08/12/2024,365,Not Run-Rate,AMER,Rubeus Hagrid,Commit
397,OPP - 397 - Upsell,Upsell,Stage 5,Core,AMER,05/06/2025,05/06/2025,02/07/2025,02/07/2025,"$7,682",REP 41,REP 41,02/03/2025,88,Not Run-Rate,AMER,Rubeus Hagrid,Commit
398,OPP - 398 - Upsell,Upsell,Stage 2,Core,EMEA,06/06/2025,06/06/2025,3/20/2025,3/20/2025,"$7,680",REP 17,REP 17,3/17/2025,78,Not Run-Rate,EMEA,Amelia Bones,Pipeline
399,OPP - 399 - Upsell,Upsell,Stage 6,Sign,AMER,04/09/2025,04/09/2025,04/11/2025,04/11/2025,"$7,603",REP 1,REP 1,04/07/2025,-2,Run-Rate,AMER,Rubeus Hagrid,Commit
400,OPP - 400 - Renewal,Renewal,Stage 2,Core,AMER,06/10/2025,06/10/2025,6/24/2024,12/12/2024,"$7,595",REP 59,REP 59,12/09/2024,351,Not Run-Rate,AMER,Cho Chang,Pipeline
401,OPP - 401 - Net New,Net New,Stage 2,Core,AMER,4/14/2025,3/31/2025,2/26/2025,2/26/2025,"$7,500",REP 20,REP 20,2/24/2025,47,Not Run-Rate,AMER,Filius Flitwick,Pipeline
402,OPP - 402 - Renewal,Renewal,Stage 2,Core,EMEA,5/14/2025,5/14/2025,5/14/2024,1/16/2025,"$7,488",REP 51,REP 51,1/13/2025,365,Not Run-Rate,EMEA,Cho Chang,Pipeline
403,OPP - 403 - Upsell,Upsell,Stage 5,Core,AMER,06/08/2025,06/08/2025,03/12/2025,03/12/2025,"$7,395",REP 10,REP 10,03/10/2025,88,Not Run-Rate,AMER,Susan Bones,Commit
404,OPP - 404 - Renewal,Renewal,Stage 2,Core,AMER,5/31/2025,5/31/2025,5/31/2024,2/20/2025,"$7,392",REP 22,REP 22,2/17/2025,365,Not Run-Rate,AMER,Filius Flitwick,Pipeline
405,OPP - 405 - Upsell,Upsell,Stage 3,Core,AMER,5/30/2025,02/03/2025,11/26/2024,11/26/2024,"$7,373",REP 50,REP 50,11/25/2024,185,Not Run-Rate,AMER,Harry Potter,Omitted
406,OPP - 406 - Net New,Net New,Stage 2,Dash,EMEA,5/30/2025,5/30/2025,03/07/2025,03/07/2025,"$7,349",REP 13,REP 46,03/03/2025,84,Not Run-Rate,EMEA,Amelia Bones,Pipeline
407,OPP - 407 - Upsell,Upsell,Stage 5,Core,AMER,04/11/2025,3/17/2025,12/28/2024,12/28/2024,"$7,245",REP 10,REP 37,12/27/2024,104,Not Run-Rate,AMER,Susan Bones,Best Case
408,OPP - 408 - Net New,Net New,Stage 2,Send,AMER,5/30/2025,5/30/2025,3/22/2024,3/22/2024,"$7,200",REP 44,REP 44,3/18/2024,434,Not Run-Rate,AMER,Cho Chang,Pipeline
409,OPP - 409 - Net New,Net New,Stage 2,Core,AMER,9/30/2025,12/18/2024,10/25/2024,10/25/2024,"$7,200",REP 40,REP 40,10/21/2024,340,Not Run-Rate,AMER,Harry Potter,Pipeline
410,OPP - 410 - Net New,Net New,Stage 3,Sign,AMER,6/30/2025,4/19/2025,1/28/2025,1/28/2025,"$7,200",REP 2,REP 2,1/27/2025,153,Not Run-Rate,AMER,Hermione Granger,Pipeline
411,OPP - 411 - Net New,Net New,Stage 5,Dash,AMER,6/30/2025,4/21/2025,01/10/2025,3/26/2025,"$7,200",REP 50,REP 50,3/24/2025,171,Not Run-Rate,AMER,Harry Potter,Best Case
412,OPP - 412 - Renewal,Renewal,Stage 3,Core,AMER,5/26/2025,5/26/2025,5/26/2024,03/04/2025,"$7,164",REP 64,REP 64,03/03/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
413,OPP - 413 - Renewal,Renewal,Stage 2,Core,AMER,6/15/2025,6/15/2025,06/11/2024,11/18/2024,"$7,152",REP 59,REP 59,11/18/2024,369,Not Run-Rate,AMER,Cho Chang,Pipeline
414,OPP - 414 - Renewal,Renewal,Stage 2,Core,AMER,5/15/2025,5/15/2025,5/15/2024,1/27/2025,"$7,134",REP 59,REP 59,1/27/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
415,OPP - 415 - Renewal,Renewal,Stage 6,Core,AMER,4/18/2025,4/18/2025,4/18/2024,12/19/2024,"$7,128",REP 64,REP 64,12/16/2024,365,Not Run-Rate,AMER,Cho Chang,Commit
416,OPP - 416 - Net New,Net New,Stage 3,Sign,AMER,4/30/2025,4/30/2025,3/25/2025,3/25/2025,"$7,128",REP 36,REP 36,3/24/2025,36,Not Run-Rate,AMER,Harry Potter,Pipeline
417,OPP - 417 - Net New,Net New,Stage 2,Send,EMEA,5/29/2025,12/05/2024,11/18/2024,11/18/2024,"$7,021",REP 31,REP 31,11/18/2024,192,Not Run-Rate,EMEA,Terry Boot,Pipeline
418,OPP - 418 - Renewal,Renewal,Stage 2,Core,EMEA,4/20/2025,4/20/2025,4/20/2024,12/23/2024,"$7,020",REP 51,REP 51,12/23/2024,365,Not Run-Rate,EMEA,Cho Chang,Pipeline
419,OPP - 419 - Renewal,Renewal,Stage 3,Core,AMER,6/20/2025,6/20/2025,6/20/2024,2/25/2025,"$7,008",REP 56,REP 56,2/24/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
420,OPP - 420 - Renewal,Renewal,Stage 4,Core,AMER,6/30/2025,6/30/2025,5/29/2024,5/30/2024,"$7,008",REP 53,REP 53,5/27/2024,397,Not Run-Rate,AMER,Cho Chang,Best Case
421,OPP - 421 - Net New,Net New,Stage 5,Core,EMEA,5/15/2025,03/03/2025,2/24/2025,2/24/2025,"$6,985",REP 26,REP 26,2/24/2025,80,Not Run-Rate,EMEA,Ron Weasley,Commit
422,OPP - 422 - Net New,Net New,Stage 3,Core,AMER,6/13/2025,6/13/2025,4/25/2024,4/25/2024,"$6,975",REP 44,REP 44,4/22/2024,414,Not Run-Rate,AMER,Cho Chang,Pipeline
423,OPP - 423 - Net New,Net New,Stage 3,Send,AMER,9/30/2025,9/30/2025,2/23/2023,2/23/2023,"$6,912",REP 25,REP 25,2/20/2023,950,Not Run-Rate,AMER,Harry Potter,Pipeline
424,OPP - 424 - Renewal,Renewal,Stage 5,Core,AMER,06/01/2025,06/01/2025,6/20/2024,3/20/2025,"$6,912",REP 33,REP 19,3/17/2025,346,Not Run-Rate,AMER,Susan Bones,Commit
425,OPP - 425 - Net New,Net New,Stage 2,Core,AMER,6/30/2025,6/30/2025,3/20/2025,3/21/2025,"$6,900",REP 14,REP 14,3/17/2025,102,Not Run-Rate,AMER,Hermione Granger,Pipeline
426,OPP - 426 - Net New,Net New,Stage 3,Core,EMEA,5/20/2025,12/05/2023,09/11/2023,09/11/2023,"$6,893",REP 31,REP 31,09/11/2023,617,Not Run-Rate,EMEA,Terry Boot,Pipeline
427,OPP - 427 - Renewal,Renewal,Stage 2,Core,EMEA,6/16/2025,6/16/2025,6/18/2024,8/27/2024,"$6,890",REP 17,REP 17,8/26/2024,363,Not Run-Rate,EMEA,Amelia Bones,Pipeline
428,OPP - 428 - Upsell,Upsell,Stage 5,Core,EMEA,5/31/2025,5/31/2025,03/02/2025,03/02/2025,"$6,860",REP 46,REP 46,2/28/2025,90,Not Run-Rate,EMEA,Ron Weasley,Commit
429,OPP - 429 - Upsell,Upsell,Stage 2,Core,AMER,6/30/2025,2/26/2025,2/26/2025,2/26/2025,"$6,854",REP 40,REP 40,2/24/2025,124,Not Run-Rate,AMER,Harry Potter,Pipeline
430,OPP - 430 - Renewal,Renewal,Stage 2,Core,JAPAN,7/29/2025,7/29/2025,9/22/2022,11/02/2023,"$6,796",REP 11,REP 11,10/30/2023,1041,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
431,OPP - 431 - Upsell,Upsell,Stage 3,Core,AMER,4/30/2025,05/01/2025,2/21/2025,2/21/2025,"$6,768",REP 50,REP 47,2/17/2025,68,Not Run-Rate,AMER,Harry Potter,Best Case
432,OPP - 432 - Net New,Net New,Stage 5,Core,EMEA,6/30/2025,2/28/2025,1/24/2025,1/24/2025,"$6,767",REP 9,REP 9,1/20/2025,157,Not Run-Rate,EMEA,Amelia Bones,Commit
433,OPP - 433 - Upsell,Upsell,Stage 5,Core,AMER,6/30/2025,6/30/2025,04/01/2025,04/01/2025,"$6,688",REP 19,REP 19,3/31/2025,90,Not Run-Rate,AMER,Susan Bones,Commit
434,OPP - 434 - Renewal,Renewal,Stage 4,Core,AMER,6/30/2025,6/30/2025,1/13/2025,2/13/2025,"$6,651",REP 25,REP 25,02/10/2025,168,Not Run-Rate,AMER,Harry Potter,Best Case
435,OPP - 435 - Renewal,Renewal,Stage 5,Core,AMER,4/18/2025,4/18/2025,4/25/2024,3/26/2025,"$6,615",REP 43,REP 43,3/24/2025,358,Not Run-Rate,AMER,Filius Flitwick,Commit
436,OPP - 436 - Upsell,Upsell,Stage 2,Core,EMEA,5/30/2025,6/24/2024,3/27/2024,3/27/2024,"$6,614",REP 51,REP 51,3/25/2024,429,Not Run-Rate,EMEA,Cho Chang,Pipeline
437,OPP - 437 - Renewal,Renewal,Stage 3,Core,AMER,4/29/2025,4/29/2025,4/29/2024,4/29/2024,"$6,554",REP 50,REP 50,4/29/2024,365,Not Run-Rate,AMER,Harry Potter,Pipeline
438,OPP - 438 - Net New,Net New,Stage 3,Sign,AMER,6/30/2025,6/30/2025,04/10/2025,04/10/2025,"$6,552",REP 14,REP 14,04/07/2025,81,Not Run-Rate,AMER,Hermione Granger,Pipeline
439,OPP - 439 - Renewal,Renewal,Stage 2,Core,EMEA,6/14/2025,6/14/2025,5/14/2024,2/17/2025,"$6,519",REP 51,REP 51,2/17/2025,396,Not Run-Rate,EMEA,Cho Chang,Pipeline
440,OPP - 440 - Renewal,Renewal,Stage 2,Core,AMER,5/16/2025,5/16/2025,5/16/2024,7/19/2024,"$6,480",REP 65,REP 65,7/15/2024,365,Not Run-Rate,AMER,Cho Chang,Pipeline
441,OPP - 441 - Renewal,Renewal,Stage 3,Core,AMER,4/29/2025,4/29/2025,4/29/2024,12/30/2024,"$6,480",REP 64,REP 64,12/30/2024,365,Not Run-Rate,AMER,Cho Chang,Pipeline
442,OPP - 442 - Renewal,Renewal,Stage 3,Core,AMER,5/23/2025,5/23/2025,5/23/2024,2/19/2025,"$6,480",REP 64,REP 64,2/17/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
443,OPP - 443 - Renewal,Renewal,Stage 4,Core,AMER,6/30/2025,6/30/2025,07/08/2024,07/08/2024,"$6,476",REP 47,REP 47,07/08/2024,357,Not Run-Rate,AMER,Cho Chang,Best Case
444,OPP - 444 - Net New,Net New,Stage 2,Dash,APAC,5/30/2025,5/30/2025,04/06/2025,04/06/2025,"$6,471",REP 23,REP 23,04/04/2025,54,Not Run-Rate,APAC,Severus Snape,Pipeline
445,OPP - 445 - Renewal,Renewal,Stage 4,Core,AMER,4/30/2025,4/30/2025,4/30/2024,12/31/2024,"$6,444",REP 64,REP 64,12/30/2024,365,Not Run-Rate,AMER,Cho Chang,Best Case
446,OPP - 446 - Renewal,Renewal,Stage 2,Core,AMER,05/08/2025,05/08/2025,05/08/2024,02/06/2025,"$6,432",REP 64,REP 64,02/03/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
447,OPP - 447 - Net New,Net New,Stage 3,Core,AMER,4/30/2025,4/14/2025,3/27/2025,3/27/2025,"$6,420",REP 35,REP 35,3/24/2025,34,Not Run-Rate,AMER,Hermione Granger,Pipeline
448,OPP - 448 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,6/30/2025,03/04/2025,03/05/2025,"$6,400",REP 14,REP 14,03/03/2025,118,Not Run-Rate,AMER,Hermione Granger,Pipeline
449,OPP - 449 - Renewal,Renewal,Stage 3,Core,AMER,5/19/2025,5/19/2025,5/19/2024,1/22/2025,"$6,384",REP 56,REP 56,1/20/2025,365,Not Run-Rate,AMER,Cho Chang,Pipeline
450,OPP - 450 - Renewal,Renewal,Stage 4,Core,AMER,05/07/2025,05/07/2025,05/07/2024,6/14/2024,"$6,322",REP 65,REP 65,06/10/2024,365,Not Run-Rate,AMER,Cho Chang,Best Case
451,OPP - 451 - Net New,Net New,Stage 2,Dash,AMER,6/20/2025,6/20/2025,04/01/2025,04/01/2025,"$6,300",REP 42,REP 42,3/31/2025,80,Not Run-Rate,AMER,Filius Flitwick,Pipeline
452,OPP - 452 - Upsell,Upsell,Stage 5,Core,APAC,5/29/2025,5/29/2025,2/28/2025,2/28/2025,"$6,248",REP 23,REP 23,2/24/2025,90,Not Run-Rate,APAC,Severus Snape,Commit
453,OPP - 453 - Net New,Net New,Stage 2,Sign,AMER,5/14/2025,2/21/2025,1/13/2025,04/10/2025,"$6,240",REP 65,REP 65,04/07/2025,121,Not Run-Rate,AMER,Cho Chang,Pipeline
454,OPP - 454 - Net New,Net New,Stage 3,Dash,AMER,6/30/2025,6/30/2025,3/17/2025,3/17/2025,"$6,200",REP 25,REP 25,3/17/2025,105,Not Run-Rate,AMER,Harry Potter,Pipeline
455,OPP - 455 - Net New,Net New,Stage 2,Sign,JAPAN,9/22/2025,9/22/2025,11/28/2024,11/29/2024,"$6,129",REP 5,REP 5,11/25/2024,298,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
456,OPP - 456 - Net New,Net New,Stage 2,Sign,JAPAN,07/07/2025,07/07/2025,3/18/2025,3/18/2025,"$6,129",REP 5,REP 5,3/17/2025,111,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
457,OPP - 457 - Net New,Net New,Stage 2,Dash,EMEA,9/30/2025,9/30/2025,11/27/2024,11/27/2024,"$6,124",REP 13,REP 17,11/25/2024,307,Not Run-Rate,EMEA,Amelia Bones,Pipeline
458,OPP - 458 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,12/20/2024,12/12/2024,12/12/2024,"$6,124",REP 13,REP 17,12/09/2024,200,Not Run-Rate,EMEA,Amelia Bones,Pipeline
459,OPP - 459 - Net New,Net New,Stage 2,Dash,EMEA,6/30/2025,3/30/2025,2/26/2025,2/26/2025,"$6,124",REP 13,REP 24,2/24/2025,124,Not Run-Rate,EMEA,Amelia Bones,Pipeline
460,OPP - 460 - Net New,Net New,Stage 3,Sign,EMEA,5/30/2025,11/19/2024,5/21/2024,5/21/2024,"$6,124",REP 51,REP 51,5/20/2024,374,Not Run-Rate,EMEA,Cho Chang,Pipeline
461,OPP - 461 - Net New,Net New,Stage 3,Core,JAPAN,6/28/2025,6/28/2025,11/06/2023,11/06/2023,"$6,078",REP 7,REP 7,11/06/2023,600,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
462,OPP - 462 - Net New,Net New,Stage 2,Dash,EMEA,9/30/2025,9/30/2025,1/28/2025,1/28/2025,"$6,063",REP 13,REP 24,1/27/2025,245,Not Run-Rate,EMEA,Amelia Bones,Pipeline
463,OPP - 463 - Renewal,Renewal,Stage 2,Core,EMEA,05/08/2025,05/08/2025,05/08/2024,11/20/2024,"$6,002",REP 51,REP 51,11/18/2024,365,Not Run-Rate,EMEA,Cho Chang,Pipeline
464,OPP - 464 - Net New,Net New,Stage 2,Core,AMER,7/31/2025,04/01/2025,2/25/2025,04/02/2025,"$6,000",REP 32,REP 32,3/31/2025,156,Not Run-Rate,AMER,Hermione Granger,Pipeline
465,OPP - 465 - Net New,Net New,Stage 2,Dash,AMER,6/30/2025,3/28/2025,2/27/2025,2/27/2025,"$6,000",REP 27,REP 40,2/24/2025,123,Not Run-Rate,AMER,Harry Potter,Pipeline
466,OPP - 466 - Net New,Net New,Stage 2,Dash,AMER,6/30/2025,6/30/2025,3/14/2025,3/14/2025,"$6,000",REP 40,NOT ASSIGNED,03/10/2025,108,Not Run-Rate,AMER,Harry Potter,Pipeline
467,OPP - 467 - Net New,Net New,Stage 2,Dash,AMER,9/30/2025,9/30/2025,3/14/2025,3/14/2025,"$6,000",REP 40,REP 40,03/10/2025,200,Not Run-Rate,AMER,Harry Potter,Pipeline
468,OPP - 468 - Net New,Net New,Stage 2,Dash,AMER,8/29/2025,8/22/2025,04/08/2025,04/08/2025,"$6,000",REP 21,NOT ASSIGNED,04/07/2025,143,Not Run-Rate,DASH,Remus Lupin,Pipeline
469,OPP - 469 - Net New,Net New,Stage 2,Dash,AMER,05/11/2025,05/11/2025,04/09/2025,04/09/2025,"$6,000",REP 47,REP 47,04/07/2025,32,Not Run-Rate,AMER,Cho Chang,Pipeline
470,OPP - 470 - Net New,Net New,Stage 2,Dash,AMER,6/30/2025,6/30/2025,04/09/2025,04/09/2025,"$6,000",REP 52,REP 52,04/07/2025,82,Not Run-Rate,AMER,Rubeus Hagrid,Pipeline
471,OPP - 471 - Net New,Net New,Stage 2,Dash,AMER,9/30/2025,9/30/2025,04/09/2025,04/09/2025,"$6,000",REP 52,REP 52,04/07/2025,174,Not Run-Rate,AMER,Rubeus Hagrid,Pipeline
472,OPP - 472 - Upsell,Upsell,Stage 3,Core,AMER,04/01/2025,10/16/2024,10/16/2024,10/16/2024,"$6,000",REP 19,REP 19,10/14/2024,167,Not Run-Rate,AMER,Susan Bones,Pipeline
473,OPP - 473 - Net New,Net New,Stage 3,Core,AMER,4/30/2025,2/28/2025,1/16/2025,1/16/2025,"$6,000",REP 1,REP 1,1/13/2025,104,Not Run-Rate,AMER,Rubeus Hagrid,Pipeline
474,OPP - 474 - Net New,Net New,Stage 4,Sign,AMER,07/01/2025,4/16/2025,2/26/2025,2/26/2025,"$6,000",REP 47,REP 47,2/24/2025,125,Not Run-Rate,AMER,Cho Chang,Best Case
475,OPP - 475 - Renewal,Renewal,Stage 5,Core,AMER,05/01/2025,05/01/2025,05/01/2024,1/31/2025,"$6,000",REP 57,REP 57,1/27/2025,365,Not Run-Rate,AMER,Cho Chang,Commit
476,OPP - 476 - Renewal,Renewal,Stage 2,Core,AMER,8/22/2025,10/15/2024,8/22/2024,10/08/2024,"$5,976",REP 15,NOT ASSIGNED,10/07/2024,365,Not Run-Rate,AMER,Hermione Granger,Pipeline
477,OPP - 477 - Renewal,Renewal,Stage 2,Core,AMER,5/31/2025,5/31/2025,4/17/2024,4/17/2024,"$5,962",REP 36,REP 36,4/15/2024,409,Not Run-Rate,AMER,Harry Potter,Pipeline
478,OPP - 478 - Renewal,Renewal,Stage 6,Core,AMER,6/23/2025,6/23/2025,6/25/2024,2/24/2025,"$5,952",REP 53,REP 53,2/24/2025,363,Not Run-Rate,AMER,Cho Chang,Commit
479,OPP - 479 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,3/31/2025,2/27/2025,2/27/2025,"$5,940",REP 40,REP 40,2/24/2025,123,Not Run-Rate,AMER,Harry Potter,Pipeline
480,OPP - 480 - Renewal,Renewal,Stage 4,Core,AMER,6/24/2025,6/24/2025,6/25/2024,3/29/2025,"$5,940",REP 29,REP 19,3/28/2025,364,Not Run-Rate,AMER,Susan Bones,Best Case
481,OPP - 481 - Net New,Net New,Stage 5,Sign,AMER,05/01/2025,04/01/2025,3/24/2025,3/24/2025,"$5,940",REP 2,REP 84,3/24/2025,38,Not Run-Rate,AMER,Hermione Granger,Commit
482,OPP - 482 - Net New,Net New,Stage 5,Sign,AMER,05/01/2025,04/01/2025,04/10/2025,04/10/2025,"$5,940",REP 2,REP 84,04/07/2025,21,Not Run-Rate,AMER,Hermione Granger,Commit
483,OPP - 483 - Net New,Net New,Stage 5,Sign,AMER,05/01/2025,04/01/2025,04/10/2025,04/10/2025,"$5,940",REP 2,REP 84,04/07/2025,21,Not Run-Rate,AMER,Hermione Granger,Commit
484,OPP - 484 - Upsell,Upsell,Stage 5,Core,AMER,6/21/2025,6/21/2025,3/23/2025,3/23/2025,"$5,913",REP 53,REP 53,3/21/2025,90,Not Run-Rate,AMER,Cho Chang,Commit
485,OPP - 485 - Net New,Net New,Stage 3,Core,JAPAN,6/30/2025,01/01/2025,07/09/2024,07/09/2024,"$5,891",REP 18,REP 18,07/08/2024,356,Not Run-Rate,JAPAN,Colin Creevey,Pipeline
486,OPP - 486 - Upsell,Upsell,Stage 5,Core,AMER,07/02/2025,07/02/2025,04/03/2025,04/03/2025,"$5,796",REP 39,REP 39,3/31/2025,90,Not Run-Rate,AMER,Filius Flitwick,Commit
487,OPP - 487 - Net New,Net New,Stage 3,Core,AMER,6/30/2025,6/30/2025,2/27/2025,2/27/2025,"$5,760",REP 25,REP 25,2/24/2025,123,Not Run-Rate,AMER,Harry Potter,Pipeline
488,OPP - 488 - Net New,Net New,Stage 3,Dash,EMEA,6/30/2025,3/31/2025,2/26/2025,2/26/2025,"$5,744",REP 31,REP 31,2/24/2025,124,Not Run-Rate,EMEA,Terry Boot,Pipeline
489,OPP - 489 - Renewal,Renewal,Stage 5,Core,AMER,5/16/2025,4/18/2025,11/30/2022,08/08/2023,"$5,655",REP 3,REP 3,08/07/2023,898,Not Run-Rate,AMER,Susan Bones,Commit
490,OPP - 490 - Net New,Net New,Stage 3,Core,EMEA,5/31/2025,8/31/2024,6/18/2024,6/18/2024,"$5,616",REP 66,NOT ASSIGNED,6/17/2024,347,Not Run-Rate,EMEA,Terry Boot,Pipeline
491,OPP - 491 - Renewal,Renewal,Stage 2,Core,AMER,6/27/2025,6/27/2025,02/07/2025,3/20/2025,"$5,580",REP 43,REP 43,3/17/2025,140,Not Run-Rate,AMER,Filius Flitwick,Pipeline
492,OPP - 492 - Upsell,Upsell,Stage 2,Dash,EMEA,9/30/2025,3/14/2025,1/15/2025,1/15/2025,"$5,512",REP 13,REP 24,1/13/2025,258,Not Run-Rate,EMEA,Amelia Bones,Pipeline
493,OPP - 493 - Renewal,Renewal,Stage 2,Core,EMEA,6/14/2025,6/14/2025,06/06/2024,2/17/2025,"$5,512",REP 51,REP 51,2/17/2025,373,Not Run-Rate,EMEA,Cho Chang,Pipeline
494,OPP - 494 - Net New,Net New,Stage 3,Dash,EMEA,4/30/2025,3/31/2025,12/17/2024,12/17/2024,"$5,512",REP 13,REP 51,12/16/2024,134,Not Run-Rate,EMEA,Cho Chang,Pipeline
495,OPP - 495 - Net New,Net New,Stage 2,Dash,AMER,6/16/2025,6/16/2025,04/08/2025,04/08/2025,"$5,448",REP 3,REP 19,04/07/2025,69,Not Run-Rate,AMER,Susan Bones,Pipeline
496,OPP - 496 - Net New,Net New,Stage 6,Core,AMER,04/11/2025,04/10/2025,03/05/2025,03/06/2025,"$5,440",REP 14,REP 14,03/03/2025,37,Not Run-Rate,AMER,Hermione Granger,Commit
497,OPP - 497 - Net New,Net New,Stage 2,Send,AMER,6/30/2025,05/01/2025,04/08/2025,04/08/2025,"$5,400",REP 53,REP 53,04/07/2025,83,Not Run-Rate,AMER,Cho Chang,Pipeline
498,OPP - 498 - Net New,Net New,Stage 3,Send,AMER,7/31/2025,3/31/2025,1/23/2025,1/29/2025,"$5,400",REP 32,REP 32,1/27/2025,189,Not Run-Rate,AMER,Hermione Granger,Pipeline
499,OPP - 499 - Upsell,Upsell,Stage 5,Core,AMER,4/25/2025,4/25/2025,1/25/2025,1/25/2025,"$5,400",REP 33,REP 33,1/24/2025,90,Not Run-Rate,AMER,Susan Bones,Commit
500,OPP - 500 - Upsell,Upsell,Stage 5,Core,AMER,07/01/2025,05/01/2025,02/02/2025,02/02/2025,"$5,400",REP 47,REP 47,1/31/2025,149,Not Run-Rate,AMER,Cho Chang,Commit
501,OPP - 501 - Net New,Net New,Stage 2,Sign,AMER,4/30/2025,4/30/2025,10/16/2024,10/16/2024,"$5,280",REP 50,REP 50,10/14/2024,196,Not Run-Rate,AMER,Harry Potter,Pipeline
502,OPP - 502 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,06/01/2025,3/27/2025,3/27/2025,"$5,280",REP 2,REP 2,3/24/2025,95,Not Run-Rate,AMER,Hermione Granger,Pipeline
503,OPP - 503 - Net New,Net New,Stage 2,Sign,AMER,6/30/2025,05/11/2025,04/11/2025,04/11/2025,"$5,280",REP 2,REP 2,04/07/2025,80,Not Run-Rate,AMER,Hermione Granger,Pipeline
504,OPP - 504 - Net New,Net New,Stage 3,Sign,AMER,4/30/2025,3/31/2025,08/09/2024,08/09/2024,"$5,280",REP 2,REP 84,08/05/2024,264,Not Run-Rate,AMER,Hermione Granger,Pipeline
505,OPP - 505 - Upsell,Upsell,Stage 5,Core,AMER,4/15/2025,4/15/2025,1/16/2025,1/16/2025,"$5,280",REP 28,REP 28,1/13/2025,89,Not Run-Rate,AMER,Susan Bones,Commit
506,OPP - 506 - Renewal,Renewal,Stage 2,Core,EMEA,6/19/2025,6/19/2025,05/06/2024,11/21/2024,"$5,251",REP 51,REP 51,11/18/2024,409,Not Run-Rate,EMEA,Cho Chang,Pipeline
507,OPP - 507 - Renewal,Renewal,Stage 5,Core,AMER,6/17/2025,6/17/2025,7/15/2022,9/17/2024,"$5,232",REP 8,REP 8,9/16/2024,1068,Not Run-Rate,AMER,Filius Flitwick,Commit
508,OPP - 508 - Renewal,Renewal,Stage 2,Core,AMER,8/24/2025,8/24/2025,8/24/2022,9/15/2022,"$5,148",REP 43,REP 43,09/12/2022,1096,Not Run-Rate,AMER,Filius Flitwick,Pipeline
509,OPP - 509 - Renewal,Renewal,Stage 5,Core,EMEA,4/29/2025,4/29/2025,4/30/2024,12/30/2024,"$5,136",REP 51,REP 51,12/30/2024,364,Not Run-Rate,EMEA,Cho Chang,Commit
510,OPP - 510 - Upsell,Upsell,Stage 5,Core,AMER,4/15/2025,4/15/2025,1/16/2025,1/16/2025,"$5,099",REP 25,REP 25,1/13/2025,89,Not Run-Rate,AMER,Harry Potter,Commit
